2.569716887523970095e-01,-4.313465222846590147e-02,6.230012665034949659e-01,7.375218752002139500e-01,-1.187086679885190010e+00,5.633942538202619810e-01,-3.171382913788000080e-01,-1.399527086577299906e-01,-4.850079703428010203e-01,2.002784150501859983e+00,2.371443588396159874e-01,5.902434588337979876e-02,2.078750685005290144e+00,-5.258699293096069649e-01,5.000000000000000000e+00
4.269055822188390081e-01,2.167933049072379992e-01,9.125211937916679616e-01,5.310050126417239502e-01,-1.237093216812060081e+00,6.398293418544319655e-01,-2.200479295869819940e-01,-1.420321553431279915e-01,-1.709757842559800067e-01,1.527630217799440082e+00,4.551092054871540005e-01,5.744365357129179728e-01,1.660648424631139930e+00,-7.518547985244919962e-01,5.000000000000000000e+00
9.482936644454209585e-01,5.948703334682620136e-01,9.908545074518879670e-01,2.024554585713989885e-01,-1.288236265941820058e+00,9.004035056072849930e-01,-2.068083347971889918e-01,-1.453403659789899993e-01,-2.869535802539540104e-01,1.311651157480159924e+00,9.717141991647599841e-01,1.003946693904200105e+00,3.846182967495979987e+00,-1.280131116169680006e+00,5.000000000000000000e+00
7.972743243892890241e-01,4.767212620429420178e-01,8.153075429928310358e-01,2.927163250742350065e-01,-1.262737594723279955e+00,8.848135983742090316e-01,-2.424533976927860102e-01,-1.444315169032039936e-01,-3.521481993060689986e-01,1.588547388658730020e+00,7.784636483159189657e-01,6.184888596299720209e-01,2.786308356407679820e+00,-1.161607583364669960e+00,5.000000000000000000e+00
8.933907799698550534e-01,5.531706612005019563e-01,7.976323337566789684e-01,4.095245052543770026e-01,-1.266508826769050078e+00,9.021066047167809465e-01,-2.219516621711359883e-01,-1.401973494442469992e-01,-2.633381919285739947e-01,1.481046498907049980e+00,8.489112393461519801e-01,8.776201767891169681e-01,3.259274714296979791e+00,-1.261428523224719989e+00,5.000000000000000000e+00
1.138790811605280062e+00,8.104125583658049470e-01,4.747014839286000099e-01,1.263435927636009926e-01,-1.335078998628240088e+00,1.207927969135430102e+00,-2.515366955735179877e-01,-1.439991995049919871e-01,-4.786424530572570002e-01,1.399210235987980111e+00,1.140983143779600084e+00,1.061988607173290022e+00,3.807660031957820213e+00,-1.654921746931470095e+00,5.000000000000000000e+00
1.009086513539060093e+00,2.601146310965219977e-01,5.167928981155930357e-01,3.589076271763150250e-01,-1.278765330917789989e+00,4.982828825318950106e-01,-2.631992014944570246e-01,-1.466531479773479918e-01,-4.108614819611899893e-01,1.351647279761510001e+00,9.913719234295089722e-01,4.471742666192040083e-01,3.054322625878290065e+00,-1.182302168457610048e+00,5.000000000000000000e+00
9.440956927688789468e-01,3.637091067665489952e-01,2.681445440302049898e-01,5.085575275810180207e-01,-1.269706175677419946e+00,7.229109592828779629e-01,-2.538184902102230134e-01,-1.253061711344869988e-01,-5.720495001820830039e-01,1.734218884191800036e+00,9.763294909486579520e-01,3.503442792652919913e-01,3.660267930768350109e+00,-1.229089926059030002e+00,5.000000000000000000e+00
1.059992636309500025e+00,4.767212620429420178e-01,4.867565948384720009e-01,4.095245052543770026e-01,-1.291021835066539891e+00,7.522338830811530208e-01,-2.219516621711359883e-01,-1.279653101183730046e-01,-4.942442111100600055e-01,1.481046498907049980e+00,1.032074976024750068e+00,7.091848206356730078e-01,3.259274714296979791e+00,-1.324729607038420021e+00,5.000000000000000000e+00
8.248520416022779855e-01,6.083303542635509764e-01,9.954156877409640058e-01,2.826619500713880018e-01,-1.281402806494100099e+00,9.059008508341389598e-01,-2.556886953080290126e-01,-1.445327557875950020e-01,-5.833914716801279488e-01,1.256972914361359939e+00,8.118147863479530102e-01,7.049206344039400385e-01,2.745597328133670079e+00,-1.240194615363169994e+00,5.000000000000000000e+00
